timestamp,episode,total_reward,success,epsilon,steps,time_taken,distance_traveled
2025-05-16T18:55:53.903029,1048,42618.5,1,0.23189224220458196,1048,39,100
2025-05-16T18:56:37.413241,1049,45254.5,1,0.23073278099355904,1049,40,100
2025-05-16T18:57:24.080522,1050,49788.0,1,0.22957911708859124,1050,44,100
2025-05-16T18:58:46.687891,1051,90090.0,1,0.2284312215031483,1051,43,100
2025-05-16T18:59:30.433940,1052,47216.0,1,0.22728906539563254,1052,41,98.39285714285714
2025-05-16T19:00:13.417618,1053,45166.0,1,0.2261526200686544,1053,40,100
2025-05-16T19:00:55.684205,1054,44891.5,1,0.22502185696831112,1054,39,100
2025-05-16T19:01:42.442363,1055,50595.0,1,0.22389674768346957,1055,44,100
2025-05-16T19:02:28.680909,1056,48891.0,1,0.2227772639450522,1056,43,100
2025-05-16T19:03:28.245660,1057,47101.5,1,0.22166337762532695,1057,56,100
